"address","totalTxs","totalVolume"
"0x428700e86c104f4ee8139a69ecdca09e843f6297","3","2206.57618"
"0x428ab1cdf1ace6046c63df1f4cba0ea3b105e7f7","2","1596.26391"
"0x428ca525839b7c015ffb985700c8a8b37ed79756","2","13204.13621"
"0x428d4220565de29d379d2e59b123f0be856244ce","2","20204.50977"
"0x428e7676cc3d1b3ea7411078c403e8fefaea014c","2","4110.82855"
"0x4291c64ca6524465361912847de6503a4029c88a","9","14562.02012"
"0x42931adea5a7f61266affb60f68be240a25cf98d","2","1622.28139"
"0x42931e2de39d301bc200d91aa163e3ca24d2965c","11","1277.91699"
"0x4295ead29b49e708cca53e7dbc5ac3781a42aafa","4","1794.03099"
"0x42965c4e1ebfc3744a8e3ebc2f3c8e4a655b48c2","3","33418.35458"
"0x4296ef18bd59147c55add1071f7f3d12db846fea","3","50503.62817"
"0x429714cba3b74457d95e1e6bd0a5828d46bcb0ca","5","4691.10253"
"0x429c970f5556b78f2516117d1a7d49b51c2c2278","8","2005.54134"
"0x42a2d7042538fedc3ca98c7deaa6ae18733b8621","4","54142.46498"
"0x42a578e3557f5854b27d48e7d753feb2f428546d","2","19862.05339"
"0x42acf5773af88b0e49f413e10edf9bcef93c3805","19","21246.89611"
"0x42add773b02585dbaf024db751d8944618ada20a","2","11158.17485"
"0x42b14c187d45e53f4f2ab4830231abe0c97b2ebf","2","1830.10343"
"0x42b79731f055cf98cc62538f20f68861c590c1a7","2","3842.68402"
"0x42b84057ec56ede0872ae33298bff0d90380f234","4","1134.28515"
"0x42b9df65b219b3dd36ff330a4dd8f327a6ada990","7","2476.29735"
"0x42ba2a84c1440290d9d66bea78248db81c160a64","6","5398.89424"
"0x42bd97a2087c3d16c10bcdf9131b98d773ec3e12","12","4374.81347"
"0x42bd9bea1212d7b182f137722c551eba1ec876fd","2","5582.8063"
"0x42be1f958769f3644cf129e4fa7f477429b34926","2","2849.30421"
"0x42bed96e62800498236a5721d59bd365c8f0c146","2","6146.96024"
"0x42bf75d31119dbeea7ede580b715a677bd2060aa","3","1728.37866"
"0x42c0935d896862180adc41f9448d58b22b875bb8","5","1913.83957"
"0x42c0f17c8c9ce30a8c46d8ecd209c9f5553674d4","2","3977.6566"
"0x42c142b90527df6af450fb24bed22ba31e91ec89","2","3239.13641"
"0x42c2fe26fb06d5897b7555cce8fd9c90f4624e16","12","13167.17947"
"0x42c6c52b686e3845f9d5dee93dc213a3826214a9","5","3082.11252"
"0x42c730843fad54b47488258476d3cecfafeea475","4","72164.61287"
"0x42cbc0f4ee7ad0ad8fdf2bff9956bf7e6aa2b713","5","5071.98523"
"0x42cd6699444fb08253bdbc4bfc1166b1bcdb8a14","2","1000.24953"
"0x42ce40ff5318ae96dfd06f62009e466dc531d2ad","3","9415.35769"
"0x42d02f4cd48bdac116b7e3a4895f586777948fae","4","475243.66942"
"0x42d085c9b2966b57dcab52fba4a6315ab7822e06","6","20524.30578"
"0x42d2184dac8580e6224b361a36ca3a917f7ea67b","2","11822.50129"
"0x42d29e6fffef7d2df66ba652242eeff2b01822b1","4","23699.48147"
"0x42d29f0e7ef1298c070129bde6da5c768665f4ad","3","1134.76253"
"0x42d316754ac5d7a0049ec27589f89cfe73e58abd","7","13079.35483"
"0x42d4c4c04495699ff4fa2e19299201ad9cf36377","7","2699.18748"
"0x42d62a3277cd756396d0c40057b1e1652bb143c3","2","7843.58448"
"0x42d70bf1137dc63320769eead24eb383722af8b8","7","1212.2527"
"0x42dbf634c256acd17beddc1330488f1bea7b8bdf","2","111196.97482"
"0x42dc6ef1bdc03b4048184e388ae1130120763a9e","4","1015.08646"
"0x42dc6f7b2513cb888f37ada7313e76e1af2aa716","3","20377.8714"
"0x42dca0244dca7872b3096c91b98caab45e1acfb6","16","54963.76719"
"0x42dce693023e8a5ff40a2a565dd746e215a48ead","6","140702.56153"
"0x42de10a720c59ed8dcc6e55d5e61e03b5ad70905","5","178827.15164"
"0x42e16d14fc868a945e15a5b8751069312cb55087","9","107611.07259"
"0x42e6746f6c76782ea0184bb5ab74dfec3d041391","3","15677.48184"
"0x42e740428e2386aa42596ae700710e6e400bf831","4","6596.55867"
"0x42e7da399d2b2acc2c238dbd63072b28e7019a69","7","2118.98781"
"0x42ed3e72ffb6874a3b34dd75355f36b6b47ad5ab","5","1330.02127"
"0x42edc9e6a511bcc25503e1eff7ca77b635fb39ba","2","7660.8196"
"0x42f1917aea380655540dd23c6f458b9995436f5b","5","2978.56449"
"0x42f3a946dc469e90e14c2f907b9d0aea35fdb9ea","2","1002.90841"
"0x42f68d3b323dd4c67ece9d224d419e3124f2a374","2","8706.81578"
"0x42f6d5a50091b1effe737e8211a336dbdbe89617","2","1412.06431"
"0x42f804d69299cfa0b43540ffd09cfc78987df2c2","2","1651.30068"
"0x42f8127ebf658778786cb8c95f1645d0b4a78178","3","1716.79493"
"0x42f905b3e4d5e7792a2d1509c50a180226d0fb95","4","5307.17934"
"0x42fb05e09f8a477620defe49af76e577cbd791d8","7","5448.8809"
"0x42fd445e08c89e264695e3687d3fd3547c75d6b2","11","72325.67343"
"0x42fe01565e60d0687ab793de8cafc1e8a39816a8","5","8570.53745"
"0x4303ddc9943d862f2b205af468a4a786c5137e76","2","5004.61349"
"0x4307c5124a9c676298dce96eef2f492af9d0e1e6","2","2067.47016"
"0x430ccedea9090740758aa62d835b82324c6787bc","8","1352.41862"
"0x4310532c9be111c2895b92c377bfe99906944b0d","3","74706.80846"
"0x43106e8be623a86a48bce02b6002e1e98397ccbd","7","10009.45958"
"0x4310fced738ac2d50c199a3c2ff5ea1ca2735b86","5","1552.73729"
"0x4312eeaf2cfd81f3df76e9d154969a1d19104f47","2","18387.88463"
"0x431391b3fdf2b19bcc1a1d6cc8050692486ca70c","6","4427.96181"
"0x4316a6773728dff25374aa9f2c03421aca015af0","4","9321.52576"
"0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b","19","4582.67886"
"0x4318e6fd0b1929b9803fa6f35fa3542bef85c9c5","5","8919.98349"
"0x431b93bcd1e171ad95aa5c114fb71016922a5e1e","2","9044.14793"
"0x431e4b84e3b8a739af3394c3a4463e62a8c721c1","6","12362.30823"
"0x43204e533cef3dc5e229d9404540513b8e37c39e","2","30122.96049"
"0x43238e0dbe4e69ce5691d86207dae2cffa352ce0","2","14480.19563"
"0x4325451c4b324bd25f709ddd148ed769d248f467","6","27163.52231"
"0x4327d84488d4e1f0f4df93907efa91da48f0fc48","2","1597.16901"
"0x432c4281b856bb547a91ac19434b1eb6af0168e0","23","2539.54683"
"0x432dcbda06e8b296ca29705572d7cb6315ed8bed","3","175691.46971"
"0x432fcd67815d5cc72808a7815a02373fdee7d740","2","2438.16439"
"0x43325799346f57740f6176830aa2ccea7fa3b2aa","9","2755.25238"
"0x4333ac148e6580266fbfc50af4b00b93136e2487","19","11586.69758"
"0x43347f49a40a375b98b6a780611d69ffcc2d1e86","19","2917.20104"
"0x4334cd7f02d826bcd87c40fca6c0502f1d34baf2","8","1339.21592"
"0x4337a241dd81f774017db547c789f067f68f8501","11","5208.00648"
"0x4337b69fe0449a4bf01617905271b128a5ae7f12","6","9731.2023"
"0x433c36fb80412571f8aac2a136f21d9a4c26dd8f","4","7225.94657"
"0x433ccbc4017f48c5b8233eafeecb03447a39e8bf","2","10308.29103"
"0x433f34d03ac5acae058c6b3182eb96c165c62449","4","5557.4104"
"0x4340bf7c5f981eed3ce7ed408d152132cb3516f0","2","2375.32176"
"0x4343993ae8f5b1aa1b2ab1d68e9e6c4ba3b53a8b","2","15176.41545"
"0x4347abb76ba0656a32f3a4556c580c972693e90e","6","1404.71621"
"0x43481a2b5e999abca0c29c04202b728de56df7b6","2","3252.33093"
"0x43499038911cb4753595bbcd17170dc50123773d","13","3931.56103"
"0x434a316b54a1a45d02524f0a8bebf8a27c3ec715","2","2611.83254"
"0x434a88af3a9c42a5bccea731b324c5cb591c2d17","8","1686.10753"
"0x434c6633cee5f79ec3b1914b8939f21eaef9aef8","3","44846.1634"
"0x434d81230629e0f02a6a95ae5bba686ba1ea3281","2","1229.50104"
"0x434dba149a4a2b9909a7ffeed08491aed9d5b904","3","3096.46983"
"0x434ee7b1ce15a1bec6babf97d80b7d33d130b39c","2","26404.93138"
"0x43552a83ca5b03abdbdbae8dac3a7589e04739ac","2","6931.05502"
"0x435566c0c11a2dd0f9e6170830760018aa2c8c0c","5","20204.62718"
"0x4355c6a984ab2220192b039df0ad6165885e4e89","6","2024.57469"
"0x4355cab3b69ecb146da1c074aeacf5efd11c2867","2","3171.40978"
"0x43574a11f5a783db442b74b902c7567326fdd293","4","1380.67404"
"0x4358d27024c75212432257f23580a530daa778a2","2","1099.67737"
"0x435b7d470767cb121f37dd296b2ac7913fdf5427","95","225742.09227"
"0x435c52bb29e3a8380ba9045db70910205a4e6eab","3","7792.466"
"0x435f623b646a011a7bfd15324f7dca7a526496b0","2","1908.06725"
"0x43648c43535de34570cdc62c40ed61dd3d463742","2","2395.57224"
"0x436638d42ba6b9d971e3b99cfd1bc2a27508777a","3","18233.38532"
"0x436bb9e1f02c9ca7164afb5753c03c071430216d","5","1187.34191"
"0x436c3b635ca72bedd7757f3bbbebacadf0a7a20f","4","18428.68582"
"0x436f87f88fd39772ab1bd457ae6bf14b4bbd9456","2","3687.66092"
"0x436ff82aded2edcb2955499448004dc3542b312d","6","18953.41748"
"0x4374a7203baf195e499cebd20fe908abbda8ddb5","13","2574.80748"
"0x4375113e04f8a1132e699457239fad34e6ee4383","2","6607.27782"
"0x43767496ae21f1c8e7fbd70d2138e757da8b3480","2","2557503.24801"
"0x4379319f32c0b12ce6518a9601bf20c6847d9d12","2","4286.89791"
"0x43799390d6ce40f56d99efb5c1e339b5231064bc","2","10971.02358"
"0x43799e28b96d18548b496558bc816a3f88c8038b","6","78098.90661"
"0x437a234a4166b9f6456f84d99140c6b6bdbe9122","2","5038.30078"
"0x43800657ecada5bd38f6b6c6f90d737040a545f8","7","1714.9502"
"0x4382916a88b6eed40530ef47ded0d402563ddaca","2","2063.11728"
"0x438521ca3375b2a808856acf38c9a254dc045497","13","64855.1942"
"0x438d90275c36ba3337618e1527bbbd0adbe57a77","3","2556.15673"
"0x438e006ec3a12ad09afde603dd58420ecfe910a2","6","2929.87236"
"0x438e1879c38b92e235e9791e13972d6c742c7038","8","5850.2544"
"0x439001e00378ee142489f56c04895fac01dc0bb5","4","2169.34866"
"0x43930ff04d18a5b59805151c1eb403c55870641e","2","4275.97087"
"0x4393b7b4f94d78323a2efab982449182b292074f","5","250226.31417"
"0x4395a98880d624a59371efe2c42cc57bd66da593","2","2303.73785"
"0x439755f398bfeaf6fdc81ccc81917519bf4ca1ee","18","103508.70124"
"0x439bcc034917c528eff0e36117088afbb075b2d4","2","1910.2726"
"0x439daeae0565d499abdb61fee55af67c6a68ff38","3","1014.49388"
"0x439f9d50c2cfab041f8d4b9c8fc553088f88eadc","3","2655.76354"
"0x43a10f7f3f2bfb21d19fef44ff604dd90d349aff","2","1277.2648"
"0x43a2cf6539cf55f1153db934b2fe9f58d2704a2a","2","1148.47169"
"0x43a5950531f8a960e4d42ff2a9c210d695804d1b","3","3029.0049"
"0x43a76b029edcde8e7fc64a8bb0e240b0e642aaeb","9","8073.00755"
"0x43aa3766c89437b017406f4ded420a8d72e1f5e5","2","7560.05852"
"0x43aa383787c4d63403f49270f0d9d9b9ae84e0a0","2","3764.23257"
"0x43ab8128ed061996cd3ed816aae284607d22e684","4","1322.06539"
"0x43ae4f2a78770c95a2826315a676918a0b6bcaa3","2","1693.64023"
"0x43b078d621438cbfe44fde8268cd986660c36f17","2","2816.94411"
"0x43b09411c45b6c72d9e49fc3821c1adaa70eff90","2","28922.86011"
"0x43b3588856ac370a6c152edb0b717c089915b9b0","6","80652.77867"
"0x43b5a649ea3b673a93376b2024e0ae38161132f8","3","19584.10508"
"0x43b67527f7476fa6104b3160fd0eb5ba5cecac59","3","5132.29901"
"0x43b7ea3ebcdd8133be85bee435b06a3a2db6cbcc","2","3665.01506"
"0x43bb1d53dc56d9a4062e2c969796eaa1c9ed72ce","3","9399.86193"
"0x43bcdc2c26c78a3e449612ca785cdc8c8863898b","3","1408.31648"
"0x43befc4d62bb6cf213a2e9e0236211266fd15d66","8","16289.15957"
"0x43bf7325d42669c9f5afb2cd74ae426962e9e41e","15","2551.79888"
"0x43bfae441a175b4ee272bc5570b17029fd5c46d8","4","1429.18181"
"0x43c200c1ea4e63ab15d1fc0439eab749c35cb1f0","6","1394.57521"
"0x43c21cc46637ae611d2b3beead90a73ae56362b3","7","14632.48747"
"0x43c2903df81ddbcf4f70db95ee2a12c6554b2c63","2","2056.74422"
"0x43c3ecaf74d44700a7821f3ea58ceae569d7158c","10","6190.30104"
"0x43c68a280f464383571af7adc39fb148589eae86","3","10124.88818"
"0x43c89407960a524cb8c6ce09d647423fcecc40c6","3","2299.57111"
"0x43cb2e49cb9b4cd55e79ea8764395aae94a3abe9","12","2110.41316"
"0x43cc927db7f1a4db68917581f7d0ff9e35220b5f","4","122514.08279"
"0x43ce646a81824798cdfbb638c51231ba8c1e9558","3","689266.63642"
"0x43cf87cc29bd0eb1277c6772a2994efd4204f776","2","5830.78306"
"0x43d184f3d9ce27d0cb306512707c467877b0e7fd","3","4929.27524"
"0x43d19b7139089a63f051ab5b8c89cb425a9d861b","2","2208.38501"
"0x43d413b607ec68f75aa1558dd1918a90fcfc310d","2","1124.56064"
"0x43d6703d429013691b59cdc0196627ba10594b4d","5","3301.91361"
"0x43d8f18f30648668c101006b38c7aed0c133aab1","2","4671.39139"
"0x43d9eca4c5613c357583e2dd1f6f0ae6dbe4612e","2","1902.87527"
"0x43da9fd2ab075601518e8b77a5ed26f18df542cf","3","25362.42669"
"0x43dcd31ad15067ace75660477c1036d6aa546b7d","4","7979.23367"
"0x43dcf9fe0aa6791da0cf36602e11804679f9fef8","10","8289.80175"
"0x43dcfa6aa822a5c69e64e85721e0e230199858ed","8","330750.07916"
"0x43ddb36667797ea9a3335b957b1ced462586b0ac","3","1303.24564"
"0x43de4b4157ac6207d512fda143885dcf2470746c","4","3167.72693"
"0x43decad5db1faa9df795ff24dd4fd548749a1ac2","2","5751.4174"
"0x43df6e1c12c6739898cb9edefa6746d8b237e587","2","1311.49102"
"0x43e4f031f795dcafd662ce097f53b5f908f39dc8","7","1292.3377"
"0x43e548b9864bbabf0773f85752e844185c310c97","2","162439.04629"
"0x43ee0c8e212a3d21c6924159ae7b834e9105d27e","2","3267.44663"
"0x43f22c5f91a2891c6e6cb5d849ed94b62d283331","4","2521.37684"
"0x43f3fccfdfc7cf577ff4f90384a679a726f1977e","2","1065.62158"
"0x43f44b24cab3c14117ee4f93ccee43411beee612","5","7210.96149"
"0x43f57803c03f3fb3af4b0c1778e1406dc0892aa7","9","1895.64687"
"0x43f74965d57949cd088d0e32bd24ec7d1dc2ccbe","2","1243.95506"
"0x43f892912aa867000f222030eb54af3f55c844ad","8","1181.97816"
"0x43fb19a15ae5ee754fbef90db08e28ddd647523e","6","12622.71457"
"0x43fc9dcb200c4db9de16c6d4ea5c89bdefd53356","18","14171.99812"
"0x43fcfc20efe934e150bcd4081642a40c88f6ba41","6","2365.51705"
"0x440006ac95434d76438476b5fa4a9719edcca3e6","6","141070.10851"
"0x440162ee5799c4246445d87205c008aeb5a0fbb5","19","1141.82019"
"0x440177e837c54cfe6b23f9cd25e2aefe97065fde","15","1595.39598"
"0x4405bd33792d43088b998052637f92b36879a666","2","7527.94002"
"0x4406c04a6cbd9f812277e0e85594d809d7454405","3","1628.33527"
"0x4407993b7c9a515ed9dbd64bfa46f2925bb5ab59","3","11897.79508"
"0x44087c57add67bf4672dd6702869dcf4b97ad850","16","3393.36055"
"0x44092cc102dbfcf538b768ab1f028ca3b1e12c50","2","2847.32936"
"0x440b4a49248f25a9cf514ad8c1557cbf504ed5c4","5","6299.8004"
"0x440f6e1469d8685c64b3445fa220cd683ff24bb0","6","135565.04937"
"0x4411da72127a132a3c997db26d69c600107ecda5","4","21899.1204"
"0x441599e98107aa7116f50c6dcf3ce6245e5f339e","7","17289.38788"
"0x4415a6d2f79dbd268c7b27401fbb913aa5d1aa58","6","11341.7562"
"0x441702e94aefe39cf4e1738806e3bab36e3a51e2","2","1029.19128"
"0x44171df3788941f846b91140c62e5809aafb8786","2","6282.33244"
"0x441b4108c4f06a99637651c742409ff8e90d61b1","2","24343.23524"
"0x441bc640742bf34ffa5050ea9f387ceef02c36b7","5","6817.69408"
"0x441ce8ee82676e3edd7b3888f8fcb288ecb489bb","3","215512.05087"
"0x441e1e47a6fa2dbfd3cd9b54291e9ab3a58d7975","7","3763.31759"
"0x4424f36351ad735feac6dac650613648fb48b20b","3","9423.59695"
"0x4425b331dbe27cdf96e3fde7b8400bb248005032","5","1296.31409"
"0x4426023bbeac104ea9f6f816c979f4e39c174957","5","107413.024"
"0x4426b77ae6fd2d460554151d538ad49381a60670","3","1643.39442"
"0x4429873020a0a106b9b7293d57129bd855f16741","2","1720.69191"
"0x4429f8362093602ad2c3697e901a9f0eeb1cf036","8","1612.04493"
"0x442d57e727b073eda68b5e7fe0a289a2ecc91d00","2","1080.35347"
"0x442ea02ad008f3112a22344c1c7631ba4475c9a1","2","4513.44597"
"0x442fdf7e1544e60282ddb6721f468467f82994f7","6","16841.73081"
"0x4433787ed2a8d91133527c316790681aa3db267f","7","11376.89346"
"0x4437070bf4926ddefcd50c2264b0fd58a927fb57","16","2045.10023"
"0x443d12a4a89ae225df8460eed40f3dfd3f2ea8a8","4","5694.67473"
"0x443d1f8a358b8f76df166e7c59afd4cba70073c7","2","11871.86277"
"0x443e3948c38c1bb07a2d6f028ed052a922581d5b","3","14002.85765"
"0x443eb1f18cf8fd345df376078c72e00b27e3f6a3","2","1873.68138"
"0x444113187164527ec0fc6c541f6a248acdce9dd8","5","14299.85363"
"0x44440aa675ae3196e2614c1a9ac897e5cd6f8545","7","6917.81165"
"0x4449561d1a4f45300f2321fea79cc3f7749baa04","3","4514.56882"
"0x4449dd09067dcaa55c15f40b465a5173778f8100","2","1100.67945"
"0x444c996b74631763ce0c406fcbe9aa13d35f395e","3","13181.17679"
"0x445174f0e6b0e29231311d0d6d660544cd514568","18","3771.60354"
"0x4452170774bc1e12eb52b426dc74a7ec38b8c17a","3","12817.91099"
"0x445260e577cf64d2bc0e1fdb54bada7facfdaec7","9","56617.60373"
"0x4453ac9855e8d211ac3baacbfd16ee2808a10cd3","2","6363.43203"
"0x4455c17eedd5fd7f7047591195885624e7c677e2","7","7600.99743"
"0x44560a7a034bcab424436afe9ab5d5b8da52df6d","5","5874.20766"
"0x44569a68521fecb94d5df5ac88561031ac6c0532","2","1030.5546"
"0x44573534dbcd2d3473df98265621b46b788d9de0","5","19004.60798"
"0x44581af545c0e2f03a23f9afc6c2f4b9b6bce357","2","1414.2679"
"0x445950edb5c616c2af8efa5fdafbbaf7731993b9","2","3443.31136"
"0x445c9da83c4211fa8829672785599dd8180ade7c","6","1686.87779"
"0x445f9cdd0aeaa5a1d992dc2c9ba3892546e0ea07","6","9765.43653"
"0x446087a1439a10889ebc124abd2e2761370bc848","3","1053.27326"
"0x4465c4474703bb199c6ed15c97b6e32bd211cf9d","2","15938.4633"
"0x4468da8eb9f2e21b872d5c9eb4c7417cf3f08a25","4","1452.16294"
"0x446ccd4633512f321b400cf89c1877f8307f6c26","18","3658.41291"
"0x446e8c0af98a03ccc7ce4af821362b281e787b47","7","3938.85228"
"0x4475d1be974301106036061898b26fd5d62dbf5c","8","3485.20261"
"0x44765a45b7893d153baf1218822c29619f20308d","2","3519.63654"
"0x44784e2c492e5532f7dfa0aca0aacb56b7ffbbc1","2","6457.21733"
"0x44785798c3824aaa4dc2555ef62249d6ce9cf177","323","3338353.09933"
"0x4478dce1ecb402c50a745b21c1bb5f81c44cf9dc","16","2585.67656"
"0x447a85f040812cfe0c0a587439794ed1461eb161","2","62776.4386"
"0x447ae0a41b6e0c6a6b43e21a28fc026fdce0338f","2","18345.48763"
"0x448235cf2a7950f3ccc3522450e756e71d12e6c2","16","1712.44589"
"0x4484c5a2d0e18a8ad801bf88c86db016003b6751","2","4637.42999"
"0x448511147892ae60966195a68b13aba4dc3d2f5e","6","1439.68253"
"0x4485a666e56d288f0b19ac59d2bdba31b2ae34f6","7","27215.20808"
"0x448c381cdce56e4f156f60b400e1063ae07b0323","3","269439.49822"
"0x448e419627e89ce2a8b9cacc575e554a352a368f","2","1117.04635"
"0x44927a09e9e0f905419c319593bafbd94d96373e","2","4844.78854"
"0x449470a6fcbab7f8b4433f5a3e01c06c298d60a7","2","2542.03842"
"0x44956bbea170eaf91b49b2dbd13f502c86e6753b","4","1094.57567"
"0x449721a3d0b824b2c56a945c414c5440c0300285","2","2147.56065"
"0x449867a1ade267aa9a66e1ee708e3fba578b9524","3","92116.41059"
"0x4499315da42442f0a2040ac89995dbf936be7bed","2","5611.69625"
"0x449955a98e8861f08f89f4f1c2abcd8cb728d1bb","6","34408.28143"
"0x449a7e1c10d2a0f68243fe104f9330fe16fefe1a","73","2012474.03728"
"0x449d9bab5855d53864969defeeaf0148f7c104f2","4","17025.49088"
"0x449dc77935a0494d85abba884f1587bd1a2c2f4e","2","1544.76245"
"0x44a09272b8a2d2c0ecbeb8ebbb632ea88cafeb5b","14","4268.2058"
"0x44a19463c22337cf80cd4edf4b2eeba94d900450","2","6158.94944"
"0x44a407077bd922ef89949c6895e0ff12d9813c02","5","1391.3036"
"0x44a4212ac91767708ce8a6e41a43f18181def77f","4","4189.94892"
"0x44a4d7ee4eeb5bfeed501063c27078f1913a4ce9","4","2288.83167"
"0x44a59101abf2ad5768cbc418cb0363422e6a7ef1","5","4617.69678"
"0x44a92930f4432276d52f41ae3fc66f7f01b409a8","4","4721.48525"
"0x44a9ec6965e4c6e5305c4ff25d1178cb20a4e251","4","1852.33325"
"0x44ac0c2a2aad09512452a96bd04e8d538948a107","3","1905.08864"
"0x44acd28f032a5873fc529122fbaf7d6eb13f8177","4","1050.99218"
"0x44ad5fa4d36dc37b7b83bad6ac6f373c47c3c837","4","11901.75846"
"0x44b2e5b84eac1e8d23f1324b6b824cd7e2178db6","2","2275.80269"
"0x44b9b9ff2d42077733a02baf86a1476e935a7179","3","2039.02661"
"0x44bc008896076226ba6d5292721239b281ddf970","5","18618.90976"
"0x44bf6f5b5a5884e748fc87e10ddc4b6eb3c027c7","3","398220.9194"
"0x44c14019e56abefbe1b37ce3f9b38dac5e49315e","2","1283.42907"
"0x44c2968c98bfae5bd451f2cc524ef3e7103bdcc7","2","38195.91873"
"0x44c514bb44ee56d2d8ac7fdba8890dc27c71350e","2","1736.12946"
"0x44ccff94caea8c80b24f2a3754362dff6e9df2bb","2","1299.92331"
"0x44d12d3e515be38ff6b63ec29968ca45b3c49bbc","10","618740.31829"
"0x44d5270730ecfee707bd9f8fe715ceff56833e90","3","32315.67669"
"0x44da7dcd75b9e628865ce607a7474f095e6a8d09","2","21120.55342"
"0x44db0002349036164dd46a04327201eb7698a53e","3","3558.52497"
"0x44dc2ec15b3483fc8590f6b396cea5f8f2fbf3bd","2","12419.16799"
"0x44dca60a29b3abf91e3c9089f07f6c89022b5b1c","4","1080.18523"
"0x44e59f7c598644a68975ef41fed052362c4c8ed3","8","39408.38936"
"0x44e84080bf01ffa589bccb25aff756b7fa5b7d36","2","3378.57823"
"0x44ea6f4805b92b14951c109fed1ef55d6fa6d084","2","29395.24737"
"0x44ef2e9b437750a6da068551c95f6bda37bf3b00","2","1608.58441"
"0x44ef4e21490d454d2d9e2b5fc32b74c384d51744","7","11543.6091"
"0x44ef68850f0e0187b6a5f00e75badf9b1423a0ab","4","4177.81812"
"0x44f125229ab5d22bedcaaeff7a8fc96c13d02c18","2","5989.42867"
"0x44f19d3bbc8fae577ba1a2aec76effefeaee668a","5","1094.6512"
"0x44fccfdb4d509cddac3a1fa35c60bf1c7c23d71a","11","3982.2717"
"0x44fda1a823d927dadacd386b499b00b3f6ed78b9","3","1117.14673"
"0x44ff9fb48523c94e2e60965c6e9869d4d9e5ddf5","5","1413.55612"
"0x450711da85816364c802b84b30ec6cf20d71f7ee","5","1524.37984"
"0x4508205f7dd2129fd970df1bb29ff6b8eb1f148c","2","2209.25656"
"0x450af8222eb06e87b3566c7ff2e0e2a425427699","28","2818.21848"
"0x450b91345f51ed4e1e6eed815d5c2c554426d940","2","4755.15424"
"0x450c59cc15ced94c8b9c60778235d13f635df0fc","3","5572.41818"
"0x450c71ea62f160e359932f57e979e144b445b404","16","2057.93783"
"0x450ee356ad372cc77d3fc329a472326633232b30","13","213029.84589"
"0x45106054ffe6aa33b553cc5beb1929e15cab609f","3","7001.48662"
"0x4511ce7b78799ea06db164c7362f984d567319ee","3","4875.54898"
"0x4515733da791849cd251e75ef30c7fe55ba17bcd","2","1950.86494"
"0x45171e1051aee09ad60b077dc15e0225d1c443a4","2","1520.49809"
"0x4519f0b6d70efab9b348c6dd4a79ebfbd5df1231","2","1347.4998"
"0x451a2f23b2a18f11ace266c4fe3943aea0d92cac","14","3392.77949"
"0x451a4e8834b26dbf1f41f6369f62436dc8089b6b","10","18248.984"
"0x451cb42d82b29f331bbb169561288242ad3d2735","2","3299.94074"
"0x451f7701cd8eb17633fefbbbdd93dbd496835dbb","2","1454.3026"
"0x4522f3914f7cdce97701e36ec4119e739ca6ac07","2","1844.78402"
"0x4523b791292da89a9194b61ba4cd9d98f2af68e0","4","3882.09232"
"0x4524e8bbec317c68338b5147d6d7069684350036","11","3091.38397"
"0x452bc1d9f91d35954e7e14d8527f7a5a9b26c0b3","7","15978.59632"
"0x452e44ce2a663d1a2ded60123fd2f82813746ec9","3","1645.83153"
"0x4532bbedfef9bde01d7efe665c41866204041733","8","58619.45062"
"0x4535f1545dcbda82a6cacc956fc410d152862fec","5","277386.70956"
"0x4536080b9005e9dbf6ab8dae49b7da2387f6db8f","2","5014.74081"
"0x453721d8f20513944a0edc7230ec2709552f7e17","12","692460.55997"
"0x45414d2d70afa972d2693b4569e55164267183fe","8","1312.07932"
"0x454247029ee0cf5bf99d690ba900e0e50f9a8556","2","3134.41125"
"0x454589deeb28bf9b7aa596287aaf8fb1a7d4c83d","2","1553.96853"
"0x4545f0a68db7602a833d21a03f06efae5dc58efa","2","3600.00585"
"0x4547a39b959496b0b0f5be9aba127e60b894d1a1","5","4696.71904"
"0x455183f35e540fff03d53c34904fee3d51eb8032","6","2656.9204"
"0x45538085bf89264096509ad39a065dc2cb890cdc","10","7249.50856"
"0x4555603215bfefada5f882d1b3a0fa19f2cd306e","8","1475.47832"
"0x4555cbc05d168f29c933677c71f8c1f1cf59fa69","6","20016.83986"
"0x455839e1ffafe624051de0b89d3eb2930ea4d69d","2","2591.85089"
"0x4558dffbc15ed774f551ad1fe76a3b1f81601a4f","5","45885.40714"
"0x455cf5c0c22640302fe711e661dfc0cf1e3eea61","2","7573.50222"
"0x455d7eb74860d0937423b9184f9e8461aa354ebb","2","486435.63899"
"0x455df82146b1dd3b2210fcd66e9d001eba679886","2","3562.96274"
"0x455fb06ddec65961fb2d850056f193b5c987b484","2","3389.70734"
"0x4562024db6f5b731ef12168f0455afd1dc49f11f","4","120797.39215"
"0x456474ed8635d8d88d6dc7b2016c7c61c760ba97","5","4454.1856"
"0x45651fe101fc9c3231f17b1d209077f6fe84801e","2","1805.83174"
"0x4565ee03a020daa77c5efb25f6dd32e28d653c27","6","77565.19933"
"0x45686d238b9553124768be7bcead3ed105de29a1","5","2191.43529"
"0x4569c4f05d70eb110c93ee8840925754a8978c78","2","1154.72735"
"0x456ea01689f1fb9e9cba6d5fb82e3137cb43ec64","8","9401.93651"
"0x456ed3d0aab3d33f36ceb1bfbcce8ffd6fe0d64b","3","1123.48307"
