"address","totalTxs","totalVolume"
"0x01732178fe9411f1b46b526e5d52ed958ac0027e","8","13390.00401"
"0x0178b6791af9965acdce9d799bdff23fda3e15d1","2","1321.49784"
"0x0178e892ccb5ab71c7b1727fe7e50f317b0494b1","4","64054.78931"
"0x0178fe1cb8e278b8c055e2aead91177c1a66f7f5","2","15134.13653"
"0x017b3763b8a034f8655d46345e3eb42555e39064","2","26823.31147"
"0x017c536b11211d47ff4752c141f1e62ea16a4a5d","3","8067.29194"
"0x017df5929ac05dd15e3f2703435c30ebb7a6db7c","14","167607.0442"
"0x017eb7f0a942b30f9a3680990d769a20b32217bd","9","90323.6128"
"0x0180c9149ee80af43adf471bde5a8b4665368dfe","2","1070.80696"
"0x0184184dcebddc6342887260a643b72947c2d7e3","7","1001.52216"
"0x0185080e4a3cc98dcd527719ca0dac91075725ae","10","41060.18306"
"0x0185c3dd9f48bfaea84a637c769840f5c3bdb658","3","9990.26506"
"0x0185c555216bbd14f138a92730682a8e9fbc9e00","7","7546.98181"
"0x018b50cb49d1da508d3c14d3cfa1400bf12db86c","10","78453.33291"
"0x018d683c1f04ff67bd494d6d4ffc1b1a6fb9d477","2","21222.8896"
"0x0190a8cb265bdba59f4758c26e17ebaa56b0ddf4","7","1935.09619"
"0x0196ad265c56f2b18b708c75ce9358a0b6df64cf","3","12754.4593"
"0x01974549c9b9a30d47c548a16b120b1caa7b586c","7","279285.05609"
"0x01989aca3f87cff55d0410a55a36651891c6fde0","3","1038.63609"
"0x01998d5a9711f4ad912780fba9a2b2ae53ad3e01","2","40585.11642"
"0x0199be12d6f574db4a55b061653bec89bff62af7","7","28719.39091"
"0x019b1e3e2bddd9aa7f68c9601ced6e470d7a3be5","20","89229.52757"
"0x019d94f505099370b6de6ba485457a96f87bc8b6","6","17114.40418"
"0x019f4ad7ea31cfa55625094298ee34966d334c7f","4","62643.26724"
"0x01a4bd2216885025bbf003d73818e534679e7e04","2","1235.89296"
"0x01a6c4901d8d69f79ea64eae32b37265cae685f3","2","10120.67911"
"0x01a6d9df50a64520521dd41ea7b72f8464f7508a","2","1859.26068"
"0x01a7e44c9c8495f1fdac72298a3c0ebac9f58a55","3","1060.31564"
"0x01a9a6279854eff17169e3936296291296a62292","3","1051.09273"
"0x01ae7769b59f9d1e88f44250be4c601210ed8afc","6","5488.21751"
"0x01b05f41b22b8ab004b064cd6404e90ca46840fd","2","1974.96806"
"0x01b55878dcc55b9ad88bc1f64be7b140f688fadf","4","4028.48386"
"0x01b8744f70ce3386aac11365516b231a78004198","2","228633.51684"
"0x01bb0f277ad21b50f4e2192cec97f3fed46dfa48","3","10541.09538"
"0x01bc10262a5638c027d91ca0f3f1b3d68ee5b2fb","2","5920.13937"
"0x01bf1ba313070323b274523a3ef0248bcb1d413a","4","7949.20331"
"0x01bfc1153a1e239e08bb5b14f96b6eeca50220df","3","4177.70255"
"0x01bffc8dc41e26d98c3cef8b045726726134d1d3","5","2138.84336"
"0x01c0e29a67e0b2230b893546bcc4c8925152bb71","6","1263.98119"
"0x01c176f5853cac279640371a6f3b6cd7859bdf9a","13","3384.79896"
"0x01c1eee6d802645dcccefd9f609765db864188a9","6","29005.12834"
"0x01c26f1c58aba9b87b5debde5d9228080559492d","3","12434.06482"
"0x01c2d2ab8fe21b9b4a1cfec7ad01db4af5b24905","4","1365.21693"
"0x01c3dd0607e189d8ec94c740cf5926db4f38bf3f","3","46717.36415"
"0x01c54395e1d9367104f6ceb7f8b4182fc41f95ca","2","1022.26087"
"0x01c7b3b2be439441e3cc8644b64b664d5e4e997f","6","3947.9834"
"0x01c9f4268beb4c049ac81e0a1d8e6970078601b1","7","4224.45935"
"0x01cc7ba4f67e102e8f789c2859e091cfca7bde35","3","28347.24687"
"0x01d35d31764d844934534a62b2eb55dd365cceeb","6","8526.47362"
"0x01d36303366ee9e94c3cfed0c9dd41857d6f644d","17","2327.72855"
"0x01d5a3f13ccacf82df1e35583ce68dbd0c3e119c","2","1953.67839"
"0x01d83d49a4a69bd5be68ea3a2580cc72d13daf09","4","3607.84854"
"0x01da8b15691586e0cfc10882b88ffd24919d29f7","4","4712.08969"
"0x01dd0a2589d97c3b1328304a3fb9323b304704a3","2","2015.30476"
"0x01df1820734306731510aa06ac7903b349f112d4","2","1353.55869"
"0x01e05af15a1ec6efb3eb2c067b5bebd0948b8e61","14","3201.69312"
"0x01e6e324bf679a53eab404f87f5b4f81d0fec7b3","7","3626.49426"
"0x01e6fd0ae73d9194b19f9b376065577927a0d5f5","7","46748.13474"
"0x01e7f16e17c50d070eb66787f25ce3be405d6038","3","1154.73879"
"0x01e863c402f2e901ba264c3b0b2d6b8606eff2ba","6","25995.57332"
"0x01ebf769ee221788931746dc825b19c8096e41a6","3","1584.38719"
"0x01ec4a63e8bd579e1a2cea4763cf3a5da5e48e8b","9","1440.41494"
"0x01eda16f6a6c3b051ecc63b0d93c8c3a27491dc2","8","12432.55724"
"0x01ef4da8a54072ec387ec227a54a1ac9316252f4","2","2383.35651"
"0x01efa4e6ff4d04eebac8094a1a9f9ba5135dd6e2","2","5748.90693"
"0x01f15d462e15b757a6c66742c39f5ab51b958445","3","8663.39686"
"0x01f21a9a907b17883f12800ead158091902994ed","4","16657.33189"
"0x01f4b811249075bbe281bbfaa0a84e624b9b15a1","10","4934.67942"
"0x01f761805c90bc8abfaf504075afdb87e1e5dc08","2","25554.75151"
"0x01f9a987cb6b27dcb88062a35fcf5cecac9ada96","4","15276.82107"
"0x01fad37bdfe38768ba62b8b8f0c1a4f422d56ce3","17","46764.58029"
"0x0200b5e796ce1a054adff396c13b601517aafc41","2","2080.29296"
"0x020188d0f480888ce66e6caee6cd6533cfadf1c0","4","1807.09245"
"0x02023774dd3f58630011fd8d99772db68cb9ee51","2","7225.90366"
"0x0206171cdd913fc2df3d1b084291f424ef680d94","7","2253.28462"
"0x0206bc8fc7c1e8635d14f73c0fdb035493f2fd84","2","2116.5402"
"0x0207b4732e347a9214e0c1cc4f3c86e4b416126e","6","7393.4697"
"0x020b80930b775b78b99cd3a819a63445a12afa6f","2","10873.71298"
"0x020eb226e93362d1304bc97a3dd07231b1cdf097","5","52136.68259"
"0x0210a7a3b1611fd80804d4c17f5c5f447a8f6961","3","3461.18025"
"0x0212d807d2fc9f550e6798f0448554d20c90399f","2","47664.2353"
"0x0215c21deb0c8acb77dff9bf5bf0084f648a420c","2","1694.18459"
"0x0216958086f1b89b8836718c00680654944aeb8e","10","1435.62693"
"0x021afda9886dce1cca8cecd130e4f2891b2b91d1","3","25877.09023"
"0x021c1a1ce318e7b4545f6280b248062592b71706","2","12312.21492"
"0x0221786b6fb9e84848805ced671c06270c08e89b","2","2313.33388"
"0x0221c3cdb3dc4ffddb0564227d205b7f0cbac1cf","5","23246.38857"
"0x0224d35066df873069198db5376d22580f7d30cd","2","3116.18512"
"0x022c00c310c243e48d80d667937f3696962af343","8","71668.44776"
"0x022ca32d31da3ef85922aafd9ad29c5b2418172c","6","104176.13676"
"0x022d84c3bae19cb70e8280e14143f21b2bedc9b0","2","5041.00754"
"0x022eb93584ebf8338db11e9b0c683a66c4e1414b","2","18623.95148"
"0x0230d420819b2654845fb9c570ac53c969b6c386","2","5326.36701"
"0x02341e8164e82c04ce0f187320f3333794d87cc2","2","7320.62208"
"0x0234ea6774d6a3a3cae7a81f5f2834071ecc0b29","2","1446.37543"
"0x0237da9ed4d837d0d76a6a22ccb78ba8181c69a6","2","1366.26989"
"0x023996f7d5d6fbd4f10ecf6253e9f8da44e57a19","2","97849.63771"
"0x023c20982111df6df15d5253437d345599177030","3","25243.77952"
"0x023d23fcbb5ab2cb3d1ebb83d8dbe8cf889ee1ff","5","2486.23946"
"0x023d3f880774414dcbb8e8927e5d8ac8e11a859d","2","1430.88747"
"0x023de0bf90aebbd62b43c5df43d57a6590fddf70","7","4203.03634"
"0x023e1232f4d9ca4b929eb7f96dbc9b81fb912407","3","1232.12691"
"0x02430cc4be7edee9721cd64726ad47041db9d5c7","11","1892.92048"
"0x02439ecc8c2d8d15427916e3acaec6548311807c","4","2842.21569"
"0x02483ab8b7eb1804db8da2b734a15f5813615f85","3","10863.77191"
"0x024e14fa72c351f132475f297f64521a7fae286a","5","11307.02898"
"0x024f36b02608a5129c61f8df54dc7286f9113dee","9","37888.76169"
"0x024fea27ba17b7f6763b690e9a2835ff89f31180","2","5000.49783"
"0x0251a94286c3a2cfebefd2558b916b7a6c180476","3","1536.92435"
"0x0252c6b42ce6a0a9736038691fc306cf89373c33","5","10020.64354"
"0x0252f92ee3f4430ac419fc3e9ae31df718990842","14","114609.81206"
"0x0259d65954dfbd0735e094c9cdacc256e5a29dd4","4","11977.7063"
"0x0263e43c0de253a0fe354b60d35d2855c514a887","2","1048.47374"
"0x026403ff2a1396d8d93864ca6ee6981a117aa9f1","2","1306.36431"
"0x02644fe477e73a23d321c9fe10465d01d8f37041","2","3200.80176"
"0x02659b84031f228e81c38945102f9cefac5ce18c","2","2767.11133"
"0x026bfe84519773ca42470f09e03f79055aa15b67","4","1539.91397"
"0x02715877f8e489c6361296ab820e55f2fc1e8ba9","2","20844.89938"
"0x02723b55bdeb525f4a47418e976910b30a48a565","2","4938.30127"
"0x02796adc9e9ebc30893c13a78d5691467b866bfb","4","5902.53391"
"0x0279b630cd278250d57f7648843d3ab93f7e00f2","5","2576.36369"
"0x027b6146248b3a7648e7c7e243bd01e1704bc3ca","12","26589.82666"
"0x027e9fac2d42f779d2232b76e31a3b7cbd955d70","2","1626.36117"
"0x027fb58c32cb13f2c0d8acc68a23dd88546de012","9","90343.85402"
"0x0280ce4e1add2b66e6fb0588976dec050c141135","2","2764.53656"
"0x02866afa46f5fb2481f848a58599d6d8d45b2dcf","2","4659.29012"
"0x0287c84778c19078ace0646ff85b831515342ca1","2","7041.96723"
"0x0289530eba718f1667c9768df1625ce895ac0c92","7","2336.93207"
"0x0289b123794799c9fdd42f49d77afc2cbff0593f","18","6807.73934"
"0x028dea33ba60c324b0d277de3249df8355c751e0","8","35044.52489"
"0x028f636ea35351f7076e46871cfed80d1a996b3c","2","3995.6988"
"0x02934c0faa3512060289e294d2dcc6540869f791","15","2457.27747"
"0x0294bfa47499913aa45301fe3163325cd6ed490a","3","263472.95339"
"0x0295cb6cd98aa3f2a8ae832a1b9c6f2b8a7160df","9","79979.01738"
"0x0299455b03be0b51d8747aa4f9fee4cfd9008dc2","6","90414.26746"
"0x02994691d85044237891ba07e457aff00831ec44","5","30413.67551"
"0x029a870ac6e8551d1a09209c4b28e773b3ecd432","8","33578.46033"
"0x029ac3b28fff4be7c9b8853210a15c45e733a0b3","5","8947.0167"
"0x029b008c22fd11ac1b93a1d82109af580af5e8dc","2","7688.49706"
"0x029ba19be86b43acb091eccac2915c6f6eb66728","17","1936.52569"
"0x029ca0364cc1bb4e7b571d4c0977e81e64ff15c9","2","1839.18249"
"0x029d4486c6d92d786e0ad8555c22c46a98973d57","11","1229.70772"
"0x029d93bf5aa8da4e1b433b8ea3151fd1cb0cfe54","4","1979.4267"
"0x02a298c6b33b6505e15faacf4f52ffcf1c43d4b7","2","2666.97133"
"0x02a6faadc8fdacf8bf99951b3c6303ef19168149","2","8863.37296"
"0x02a9d2f2e630828fefefb4abcb6569653a3701f7","2","2247.95253"
"0x02aee0ce756fa0157294ff3ff48c1dd02adccf04","3","57902.64255"
"0x02aef1dee4327b9c4fd2914fe598934b16590e44","3","1053.55779"
"0x02af867ab593ffb436e9102eec9b1ca5a693620a","2","1891.97415"
"0x02b06268e775beac77fafd8bf1e7eeb4ab0407f2","6","52348.14844"
"0x02b24b57d8a7da9683c8ec40a45bce5d30a8d5b5","15","356474.36901"
"0x02b540e905fb3c52675db4b64e2cb99ed77f961e","10","2346.14694"
"0x02b5e3987a3c0f92c9bed607dd2a6b99725d3e10","3","4127.53942"
"0x02b8022b17ab52dadb5390fda57afe999a7b79a1","2","39682.34233"
"0x02b81a71acc8bf14f960a20c8b716153a2022b3a","2","2179.00081"
"0x02ba137ff406a9e73fcee4f3c581bebdef7a8216","2","92576.06179"
"0x02bc0a30878a7f3f5d74081f77a5ad34e651c6f0","3","171160.71391"
"0x02bebb44a4fe9eb0c0aa0205a2494394b32d3534","5","4180.67682"
"0x02bfdec6f75cc5a4f64e6ce906c7080b73ff0fb7","2","20561.94281"
"0x02c1124fdf617d283b6388ae85951c86c075a79a","4","16512.54541"
"0x02c140cd842739c324846893adb64de09026b3f2","7","1547.24711"
"0x02c976157397deabece424d26a4402fcf991db75","2","1001.21348"
"0x02cba1677fb2c8da716ca57503842163d12a548c","8","2730.90879"
"0x02ccaa92f237a51551599a34c388483853292082","3","1021.53407"
"0x02d3facd2880b3a7a97a41ee333f6ad6754b9759","2","3165.09614"
"0x02d7846c479837fe3eac99ed48d6e584e3da9343","4","1584.8226"
"0x02d8dace69984f99d494a64dd6c1a566e9cb9bd1","3","2117.05644"
"0x02d92c87d262a55a38a3f19402f2282d024a8b9f","2","4724.63908"
"0x02d9ecc743189ab882710f9fdd7f6835e865013c","3","8338.3458"
"0x02dbe2a58b4fe51e8ca15a6025d116f7a589a6d6","3","4126.60093"
"0x02e05dbbf4df5d17cb3a0140f9643fe68cc4ae39","4","46639.41071"
"0x02e05ee56285363776cb03acdcf8566f2565e9d2","10","74377.16689"
"0x02e0dc15fb2bc4ef21756e41940d2acc68cd6b41","8","2114.65096"
"0x02e3d96c448d38790151930a39c36273904c1b0b","2","1378.05701"
"0x02e41527e4019084618a6e8db012949da0385e0f","3","2558.69019"
"0x02e4f367fc7cb77d9b6818440648fc4dd5d21891","9","11767.21515"
"0x02e877ccef3b6b93233b622b75db803dc093d531","6","214540.61738"
"0x02e9c5c5ec452e6b615396110df44b9d413dd98b","8","16424.94199"
